Run_ID,Total_MAE,pressure_R2,pressure_NRMSE,pressure_MAE,velocity_u_R2,velocity_u_NRMSE,velocity_u_MAE,velocity_v_R2,velocity_v_NRMSE,velocity_v_MAE,velocity_w_R2,velocity_w_NRMSE,velocity_w_MAE,wall_shear_x_R2,wall_shear_x_NRMSE,wall_shear_x_MAE,wall_shear_y_R2,wall_shear_y_NRMSE,wall_shear_y_MAE,wall_shear_z_R2,wall_shear_z_NRMSE,wall_shear_z_MAE
0142_diastolic,0.13310996,0.9987176428791075,0.007455526813870535,0.65901554,0.0,8979009.836912155,0.072297566,0.0,82183.61181207001,0.0004693365,0.0,122037.79770061374,0.00073910353,0.976980575507003,0.012032471314596966,0.07250454,0.9787784060969523,0.010138623816655085,0.058595516,0.9532870789828864,0.012834520565449982,0.06814813
