Run_ID,Total_MAE,pressure_R2,pressure_NRMSE,pressure_MAE,velocity_u_R2,velocity_u_NRMSE,velocity_u_MAE,velocity_v_R2,velocity_v_NRMSE,velocity_v_MAE,velocity_w_R2,velocity_w_NRMSE,velocity_w_MAE,wall_shear_x_R2,wall_shear_x_NRMSE,wall_shear_x_MAE,wall_shear_y_R2,wall_shear_y_NRMSE,wall_shear_y_MAE,wall_shear_z_R2,wall_shear_z_NRMSE,wall_shear_z_MAE
0024_diastolic,0.09643613,0.9923988515355032,0.014871559827311313,0.41797918,0.0,9007733.315229416,0.072300985,0.0,151377.66022235155,0.00083758164,0.0,137732.7018417418,0.00087824167,0.9464311340060375,0.019232665948160376,0.0914251,0.9297782085600791,0.01461955455239294,0.053057943,0.9469467722386685,0.017957164627430532,0.03857378
