Run_ID,Total_MAE,pressure_R2,pressure_NRMSE,pressure_MAE,velocity_u_R2,velocity_u_NRMSE,velocity_u_MAE,velocity_v_R2,velocity_v_NRMSE,velocity_v_MAE,velocity_w_R2,velocity_w_NRMSE,velocity_w_MAE,wall_shear_x_R2,wall_shear_x_NRMSE,wall_shear_x_MAE,wall_shear_y_R2,wall_shear_y_NRMSE,wall_shear_y_MAE,wall_shear_z_R2,wall_shear_z_NRMSE,wall_shear_z_MAE
0024_systolic,1.2509831,0.9949871421160031,0.016675080677655996,7.027295,0.0,9174793.21360588,0.073571,0.0,135214.5103737712,0.00094402593,0.0,185934.87329781055,0.0011347507,0.9453186708081436,0.021543860615397138,0.7289599,0.915522617123854,0.01667040330367833,0.5318663,0.9130751488785596,0.013978384604812051,0.39311033
