Run_ID,Total_MAE,pressure_R2,pressure_NRMSE,pressure_MAE,velocity_u_R2,velocity_u_NRMSE,velocity_u_MAE,velocity_v_R2,velocity_v_NRMSE,velocity_v_MAE,velocity_w_R2,velocity_w_NRMSE,velocity_w_MAE,wall_shear_x_R2,wall_shear_x_NRMSE,wall_shear_x_MAE,wall_shear_y_R2,wall_shear_y_NRMSE,wall_shear_y_MAE,wall_shear_z_R2,wall_shear_z_NRMSE,wall_shear_z_MAE
0142_systolic,450.6983,-20.1828475470682,1.0442557118327416,2796.4634,0.0,66437846.422195435,0.48377416,0.0,65113800.76408386,0.35728702,0.0,63348221.77886963,0.43609953,-434.6025681726912,0.9817350480686048,90.67172,-422.1946002967025,0.9100519346604726,95.80484,-994.4568932316826,0.8498282629315774,170.67117
